filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfc00c12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
189982-0-0-35.wav,0.6812108755111694,0.07578396797180176,1631.9664903890707,2140.378404250294,3528.9559248554915,0.05539310874277457,-142.56394958496094,125.07718658447266,-10.216514587402344,27.02922821044922,1.3399603366851807,18.702974319458008,-6.7930378913879395,20.499488830566406,-5.225411415100098,12.160577774047852,-3.9481582641601562,5.572355270385742,-2.568972110748291,4.670657634735107,-4.946014881134033,2.1684815883636475,3.0946478843688965,9.24207878112793,0.7128499150276184,5.941216945648193,air_conditioner
189982-0-0-28.wav,0.6883582472801208,0.07538576424121857,1633.4049420703147,2145.2140786376676,3508.169538023844,0.05429235910404624,-141.2333984375,125.2610855102539,-10.129497528076172,26.120664596557617,1.658286213874817,18.23734474182129,-5.919254302978516,21.346271514892578,-5.08795690536499,11.822664260864258,-4.099064826965332,5.694097518920898,-3.2679929733276367,4.60089635848999,-4.898541450500488,1.3344993591308594,1.803143858909607,8.87775993347168,0.7730290293693542,6.707254409790039,air_conditioner
189982-0-0-20.wav,0.607841968536377,0.08535690605640411,1747.5001046650718,2173.1164401389706,3748.4576804100434,0.07005848085260116,-114.24705505371094,121.27772521972656,-14.160892486572266,21.470415115356445,3.9107511043548584,19.4102783203125,-9.138345718383789,17.815059661865234,1.3771226406097412,9.119953155517578,-8.878294944763184,-2.979843854904175,-4.846423625946045,5.002172470092773,-4.928491115570068,-1.0101293325424194,7.17838191986084,13.6373872756958,2.225454568862915,7.108963489532471,air_conditioner
189982-0-0-30.wav,0.6840940713882446,0.07360783964395523,1637.996281931012,2140.250937497083,3536.48632248013,0.056409185332369945,-142.7716522216797,125.2172622680664,-10.479761123657227,26.774625778198242,1.2150791883468628,19.08002281188965,-6.281008720397949,21.100690841674805,-5.242806434631348,12.095561981201172,-4.040618419647217,4.970414161682129,-3.7442820072174072,4.485158443450928,-4.951449394226074,2.0556020736694336,2.7147538661956787,8.906229972839355,0.473528116941452,5.768889427185059,air_conditioner
189982-0-0-16.wav,0.6058840155601501,0.09218338131904602,1689.2109651813819,2163.4850185283713,3581.917646992413,0.06325923500722544,-114.43551635742188,122.72940826416016,-12.243237495422363,20.96010971069336,5.3909525871276855,18.191524505615234,-8.630879402160645,18.735034942626953,2.0670416355133057,7.715129375457764,-9.768420219421387,-1.9227139949798584,-4.3502702713012695,3.326421022415161,-5.1142354011535645,-1.4120678901672363,7.1112060546875,13.898604393005371,4.4046502113342285,7.5978779792785645,air_conditioner
189982-0-0-28.wav,0.6883582472801208,0.07538576424121857,1633.4049420703147,2145.2140786376676,3508.169538023844,0.05429235910404624,-141.2333984375,125.2610855102539,-10.129497528076172,26.120664596557617,1.658286213874817,18.23734474182129,-5.919254302978516,21.346271514892578,-5.08795690536499,11.822664260864258,-4.099064826965332,5.694097518920898,-3.2679929733276367,4.60089635848999,-4.898541450500488,1.3344993591308594,1.803143858909607,8.87775993347168,0.7730290293693542,6.707254409790039,air_conditioner
189982-0-0-35.wav,0.6812108755111694,0.07578396797180176,1631.9664903890707,2140.378404250294,3528.9559248554915,0.05539310874277457,-142.56394958496094,125.07718658447266,-10.216514587402344,27.02922821044922,1.3399603366851807,18.702974319458008,-6.7930378913879395,20.499488830566406,-5.225411415100098,12.160577774047852,-3.9481582641601562,5.572355270385742,-2.568972110748291,4.670657634735107,-4.946014881134033,2.1684815883636475,3.0946478843688965,9.24207878112793,0.7128499150276184,5.941216945648193,air_conditioner
189982-0-0-33.wav,0.6754379868507385,0.07433854043483734,1632.4261124192694,2140.056303081293,3528.7692207821533,0.05821272127890174,-142.58279418945312,125.25178527832031,-10.334257125854492,26.777677536010742,0.9708356261253357,18.698030471801758,-6.347376823425293,20.687089920043945,-5.445484161376953,12.2892484664917,-3.8795547485351562,5.564641952514648,-3.6580374240875244,4.479531764984131,-4.590712547302246,2.00339937210083,1.8680765628814697,8.265105247497559,0.9562596678733826,6.291850566864014,air_conditioner
189982-0-0-3.wav,0.6194440722465515,0.08859743177890778,1621.6966448475807,2138.8458637329054,3482.5288452854047,0.05740832731213873,-125.88493347167969,125.25660705566406,-9.01525592803955,22.681123733520508,2.263934373855591,18.200408935546875,-6.48745584487915,18.069089889526367,0.3087317943572998,10.496095657348633,-6.600194931030273,-0.8530921936035156,-5.410289764404297,4.568185806274414,-4.885503768920898,0.23061609268188477,5.304677486419678,11.76078987121582,2.996840715408325,7.168028831481934,air_conditioner
189982-0-0-13.wav,0.5977545976638794,0.08563600480556488,1714.599369239398,2155.989802697282,3617.391420926662,0.06890410494942197,-114.72479248046875,123.01766967773438,-13.567588806152344,21.494518280029297,5.620059490203857,17.899015426635742,-8.9727144241333,19.762914657592773,2.0072052478790283,5.865274429321289,-10.407830238342285,-1.2193540334701538,-4.193850994110107,1.788589596748352,-4.009188652038574,-0.43531230092048645,6.62062931060791,12.554208755493164,3.9583725929260254,8.685792922973633,air_conditioner
189982-0-0-23.wav,0.6344427466392517,0.08572766184806824,1735.2394026461288,2209.9195909371447,3835.150605130058,0.06438538656069365,-119.79732513427734,119.90445709228516,-10.38774299621582,22.998348236083984,3.6483373641967773,18.997846603393555,-7.464560031890869,17.684406280517578,-0.7276219725608826,8.574461936950684,-5.04980993270874,-0.03449377045035362,-4.432188034057617,4.669862747192383,-4.409173488616943,0.7694970369338989,5.069199562072754,11.611571311950684,1.29474675655365,8.066874504089355,air_conditioner
189982-0-0-36.wav,0.682900607585907,0.07337541878223419,1642.7353671123244,2142.576848167632,3544.1411894869943,0.056078960440751446,-142.66261291503906,125.10962677001953,-10.586812973022461,26.455078125,0.6669837832450867,18.129749298095703,-6.964323043823242,20.985706329345703,-5.446602821350098,12.258763313293457,-3.936875104904175,5.349062919616699,-2.5386571884155273,4.836067199707031,-4.490614891052246,2.329890489578247,2.833949565887451,9.371097564697266,0.9560363292694092,6.296660423278809,air_conditioner
189985-0-0-0.wav,0.5161844491958618,0.054216593503952026,1788.960402546544,2242.668127256674,3988.932526869581,0.0676961027817919,-179.57464599609375,116.77332305908203,-5.787704944610596,26.847414016723633,7.377909183502197,22.618003845214844,-8.266039848327637,15.348782539367676,-4.677212715148926,8.499922752380371,-9.036169052124023,-3.8543434143066406,-11.675837516784668,2.646876096725464,-8.370622634887695,-1.0759470462799072,3.7315216064453125,11.673686027526855,1.9292032718658447,5.873302459716797,air_conditioner
189985-0-0-3.wav,0.5955864787101746,0.08983049541711807,1617.9775206368138,2130.758620549469,3458.319550442558,0.056567241690751446,-124.81873321533203,125.71453094482422,-9.170456886291504,22.99991798400879,2.1810853481292725,17.99944305419922,-6.699569225311279,18.047954559326172,0.157114639878273,10.091551780700684,-7.211887359619141,-1.6558866500854492,-5.66631555557251,4.714017391204834,-5.273212909698486,-0.2716100513935089,4.973453044891357,12.034662246704102,2.681002378463745,6.758841514587402,air_conditioner
189985-0-0-6.wav,0.6184161901473999,0.08667628467082977,1688.2215076132047,2154.6539021475405,3580.5484837879335,0.06499503251445087,-117.77438354492188,123.7134017944336,-11.739171028137207,22.765607833862305,5.6514668464660645,18.887340545654297,-7.8611884117126465,17.226207733154297,-0.08148638904094696,7.7115864753723145,-8.882192611694336,-2.8240387439727783,-4.536458492279053,4.695139408111572,-4.307430744171143,-2.3123908042907715,3.504462957382202,12.117340087890625,1.3273121118545532,8.14189624786377,air_conditioner
189982-0-0-38(2).wav,0.7048109173774719,0.07357317209243774,1638.7870976194852,2138.575151692123,3522.483516979769,0.05586163294797688,-143.447021484375,125.57060241699219,-10.696671485900879,26.14822769165039,0.7229431867599487,18.698575973510742,-6.089022636413574,21.388948440551758,-5.219609260559082,12.660717964172363,-3.9784996509552,4.919954299926758,-2.725027322769165,5.284944534301758,-4.030845642089844,1.8941320180892944,2.300873279571533,8.639126777648926,0.8810880184173584,5.617945671081543,air_conditioner
